name,region,delegation,commune,category_code,category_name,facility_type,departments
Tazarine (A.Hatab),Drâa-Tafilalet,Midelt,Ait Yahya,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tisraouline,Drâa-Tafilalet,Midelt,Ait Yahya,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Anemzi,Drâa-Tafilalet,Midelt,Anemzi,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Agoudim,Drâa-Tafilalet,Midelt,Agoudim,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Anfgou,Drâa-Tafilalet,Midelt,Anemzi,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
AIT MARZOUG,Drâa-Tafilalet,Midelt,Anemzi,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Lougagh,Drâa-Tafilalet,Midelt,Agoudim,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tirghiste,Drâa-Tafilalet,Midelt,Anemzi,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Lahri,Drâa-Tafilalet,Midelt,Tounfite,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tounfite,Drâa-Tafilalet,Midelt,Tounfite,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
TAARAAT,Drâa-Tafilalet,Midelt,Agoudim,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bougafer,Drâa-Tafilalet,Ouarzazate,Ouarzazate,CDTMR,Centre de Diagnostic et de Traitement des Maladies Respiratoires,Soins primaires,"Pneumologie,Maladies respiratoires,Tuberculose,CDTMR"
Bougafer,Drâa-Tafilalet,Ouarzazate,Ouarzazate,LSP,Laboratoire de Santé Publique,Soins primaires,Laboratoire d'analyses médicales
Ouarzazate,Drâa-Tafilalet,Ouarzazate,Ouarzazate,CRSR,Centre de Référence en Santé de Reproduction,Soins primaires,"Gynécologie,Santé de la reproduction,Planification familiale,Maternité"
Ait Kdif,Drâa-Tafilalet,Ouarzazate,Ouarzazate,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Tassoumaate,Drâa-Tafilalet,Ouarzazate,Ouarzazate,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Douar Chems,Drâa-Tafilalet,Ouarzazate,Ouarzazate,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Sidi Daoud,Drâa-Tafilalet,Ouarzazate,Ouarzazate,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Taznakht,Drâa-Tafilalet,Ouarzazate,Taznakht,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
N'kob,Drâa-Tafilalet,Ouarzazate,Siroua,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Telouet,Drâa-Tafilalet,Ouarzazate,Telouet,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Anmiter,Drâa-Tafilalet,Ouarzazate,Telouet,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Zaouit Sidi Blal,Drâa-Tafilalet,Ouarzazate,Ouisselsate,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Taouinkhte,Drâa-Tafilalet,Ouarzazate,Ouisselsate,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Timjichte,Drâa-Tafilalet,Ouarzazate,Ouisselsate,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tamaarofte,Drâa-Tafilalet,Ouarzazate,Iznaguen,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Asdif,Drâa-Tafilalet,Ouarzazate,Iznaguen,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Souk Asdif,Drâa-Tafilalet,Ouarzazate,Iznaguen,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tamaste,Drâa-Tafilalet,Ouarzazate,Tidli,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tamstinte,Drâa-Tafilalet,Ouarzazate,Ighrem N'Ougdal,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Sour,Drâa-Tafilalet,Ouarzazate,Tidli,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tisselday,Drâa-Tafilalet,Ouarzazate,Ighrem N'Ougdal,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Agouim,Drâa-Tafilalet,Ouarzazate,Ighrem N'Ougdal,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ighrem,Drâa-Tafilalet,Ouarzazate,Ighrem N'Ougdal,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tamelloukte,Drâa-Tafilalet,Ouarzazate,Siroua,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Anzal,Drâa-Tafilalet,Ouarzazate,Siroua,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Anmid,Drâa-Tafilalet,Ouarzazate,Khouzama,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tachoukchte,Drâa-Tafilalet,Ouarzazate,Khouzama,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Amerzgane,Drâa-Tafilalet,Ouarzazate,Amerzgane,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Benhaddou,Drâa-Tafilalet,Ouarzazate,Ait Zineb,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tikirte,Drâa-Tafilalet,Ouarzazate,Ait Zineb,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Timedline,Drâa-Tafilalet,Ouarzazate,Ait Zineb,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Medri,Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Targa,Drâa-Tafilalet,Ouarzazate,Toundoute,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Telmasla,Drâa-Tafilalet,Ouarzazate,Tarmigt,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tarmigte,Drâa-Tafilalet,Ouarzazate,Tarmigt,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tiguerte Nigarnane,Drâa-Tafilalet,Ouarzazate,Ghassate,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Amzri,Drâa-Tafilalet,Ouarzazate,Imi N'Oulaoune,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Imi-N-Ouassif,Drâa-Tafilalet,Ouarzazate,Ghassate,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Assaka Kantoula,Drâa-Tafilalet,Ouarzazate,Imi N'Oulaoune,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bourmane,Drâa-Tafilalet,Ouarzazate,Imi N'Oulaoune,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Imi N'oulaoune,Drâa-Tafilalet,Ouarzazate,Imi N'Oulaoune,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Toundoute,Drâa-Tafilalet,Ouarzazate,Toundoute,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Hbabza,Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Od SLIMANE,Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Imassine,Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Skoura,Drâa-Tafilalet,Ouarzazate,Skoura Ahl El Oust,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Idelsane,Drâa-Tafilalet,Ouarzazate,Idelsane,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ghassate,Drâa-Tafilalet,Ouarzazate,Ghassate,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Boumalne,Drâa-Tafilalet,Tinghir,Boumalne Dades,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Boumalne,Drâa-Tafilalet,Tinghir,Boumalne Dades,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
El Kelaa,Drâa-Tafilalet,Tinghir,Kalaat M'Gouna,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Tinghir,Drâa-Tafilalet,Tinghir,Tinghir,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Alnif,Drâa-Tafilalet,Tinghir,Alnif,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
M'ssici,Drâa-Tafilalet,Tinghir,M'Ssici,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Fzou,Drâa-Tafilalet,Tinghir,M'Ssici,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Saadane,Drâa-Tafilalet,Tinghir,H'Ssyia,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Oumjrane,Drâa-Tafilalet,Tinghir,H'Ssyia,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ammar,Drâa-Tafilalet,Tinghir,Alnif,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Azekor,Drâa-Tafilalet,Tinghir,Alnif,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Zegane,Drâa-Tafilalet,Tinghir,Alnif,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Timarzite,Drâa-Tafilalet,Tinghir,Alnif,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tamtitoucht,Drâa-Tafilalet,Tinghir,Ait Hani,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Agouray,Drâa-Tafilalet,Tinghir,Assoul,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tana,Drâa-Tafilalet,Tinghir,Assoul,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Assoul,Drâa-Tafilalet,Tinghir,Assoul,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tirga,Drâa-Tafilalet,Tinghir,Assoul,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Hani,Drâa-Tafilalet,Tinghir,Ait Hani,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ikniouen,Drâa-Tafilalet,Tinghir,Ikniouen,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Merghad,Drâa-Tafilalet,Tinghir,Tilmi,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tilmi,Drâa-Tafilalet,Tinghir,Tilmi,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Oussikiss,Drâa-Tafilalet,Tinghir,M'Semrir,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
M'semrir,Drâa-Tafilalet,Tinghir,M'Semrir,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Igherm Amzdar,Drâa-Tafilalet,Tinghir,Ikniouen,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Youl,Drâa-Tafilalet,Tinghir,Ait Youl,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Hammou Osaid (Tizguine),Drâa-Tafilalet,Tinghir,Ait Sedrate JbelEl Oulia,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Idir,Drâa-Tafilalet,Tinghir,Ait Sedrate JbelEL Soufla,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tizgui,Drâa-Tafilalet,Tinghir,Toudgha El Oulia,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Imider,Drâa-Tafilalet,Tinghir,Imider,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ouaklim,Drâa-Tafilalet,Tinghir,Ouaklim,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Taghzoute,Drâa-Tafilalet,Tinghir,Taghzoute N'Ait Atta,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait El Farsi,Drâa-Tafilalet,Tinghir,Ait El Farsi,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Iala,Drâa-Tafilalet,Tinghir,Toudgha Essoufla,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Boutaghrar,Drâa-Tafilalet,Tinghir,Ighil N'Oumgoun,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouzighimte,Drâa-Tafilalet,Tinghir,Ighil N'Oumgoun,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tassouite,Drâa-Tafilalet,Tinghir,Ait Sedrate Sahl Charkia,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Khmis,Drâa-Tafilalet,Tinghir,Souk Lakhmis Dades,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Hmad,Drâa-Tafilalet,Tinghir,Ighil N'Oumgoun,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
A.Tazarine,Drâa-Tafilalet,Tinghir,Ait Sedrate Sahl El Gharbia,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Azrou,Drâa-Tafilalet,Tinghir,Ait Ouassif,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Sarghine,Drâa-Tafilalet,Tinghir,Souk Lakhmis Dades,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Zaouit El Majdoub,Drâa-Tafilalet,Zagora,Zagora,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Zagora,Drâa-Tafilalet,Zagora,Zagora,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Agdz,Drâa-Tafilalet,Zagora,Agdz,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Amzrou,Drâa-Tafilalet,Zagora,Zagora,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Timederte,Drâa-Tafilalet,Zagora,Afra,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
N'kob,Drâa-Tafilalet,Zagora,N'Kob,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Chrou,Drâa-Tafilalet,Zagora,Ait Ouallal,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tassergate,Drâa-Tafilalet,Zagora,Tansifte,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Amrad,Drâa-Tafilalet,Zagora,Ait Boudaoud,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Taghbalte,Drâa-Tafilalet,Zagora,Taghbalte,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tazarine,Drâa-Tafilalet,Zagora,Tazarine,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Afra,Drâa-Tafilalet,Zagora,Afra,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Site,Drâa-Tafilalet,Zagora,N'Kob,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Handour,Drâa-Tafilalet,Zagora,Ait Ouallal,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tansift,Drâa-Tafilalet,Zagora,Tansifte,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Od SLIMANE,Drâa-Tafilalet,Zagora,Oulad Yahia Lagraire,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tamezmoute,Drâa-Tafilalet,Zagora,Tamezmoute,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Taghrote,Drâa-Tafilalet,Zagora,Afella N'Dra,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tamnougalte,Drâa-Tafilalet,Zagora,Mezguita,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tasla,Drâa-Tafilalet,Zagora,Tansifte,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
FOUGARA,Drâa-Tafilalet,Zagora,Tansifte,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bouzergane,Drâa-Tafilalet,Zagora,Bni Zoli,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Taftechna,Drâa-Tafilalet,Zagora,Taftechna,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Blida Mine,Drâa-Tafilalet,Zagora,Bleida,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Elmerja,Drâa-Tafilalet,Zagora,Bleida,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Akhellouf,Drâa-Tafilalet,Zagora,Bouzeroual,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Boukhlal,Drâa-Tafilalet,Zagora,Errouha,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
